state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AL,enrollmetric,pp_stloc_raw_AL,pp_fed_raw_AL,pp_total_raw_AL,pp_site_stloc_raw_AL,pp_site_fed_raw_AL,pp_site_raw_AL,pp_centshare_stloc_raw_AL,pp_centshare_fed_raw_AL,pp_centshare_raw_AL,schoolstloc_raw_AL,schoolfed_raw_AL,schooltot_raw_AL,pp_total_norm_NERDS,pp_centshare_loc_raw_AL,pp_centshare_st_raw_AL,pp_site_loc_raw_AL,pp_site_st_raw_AL,pp_total_loc_raw_AL,pp_total_st_raw_AL,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AL,2018-2019,AL-043,AL-043-0050,LOWNDES COUNTY,LOWNDES COUNTY MIDDLE SCHOOL,102160,102160,1504300100000.0,10216001637,135.0,06-08,3,135.0,Fall ADA,10314,3584,14023,7817.0,2606.0,10508,2497.0,977.0,3515.0,1392390.0,483840.0,1893105.0,,1112.0,1385.0,1140.0,6677.0,2252,8062,0,0,0,0,0,1,1
AL,2018-2019,AL-044,AL-044-0010,MACON COUNTY,BOOKER T WASHINGTON HIGH,102190,102190,1504400100000.0,10219001811,477.0,09-12,4,477.0,Fall ADA,9770,2178,12217,6904.0,1558.0,8722,2865.0,620.0,3495.0,4660290.0,1038906.0,5827509.0,12634.93682,963.0,1902.0,705.0,6199.0,1668,8102,0,0,0,0,0,0,0
AL,2018-2019,AL-044,AL-044-0020,MACON COUNTY,DC WOLFE SCHOOL,102190,102190,1504400100000.0,10219000829,111.0,PK-06,2,110.0,Fall ADA,10107,3219,13524,7602.0,2225.0,10022,2505.0,994.0,3503.0,1111770.0,354090.0,1487640.0,13941.10768,830.0,1675.0,1049.0,6553.0,1879,8228,0,0,0,0,0,0,0
AL,2018-2019,AL-044,AL-044-0025,MACON COUNTY,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,102190,102190,1504400100000.0,10219001863,411.0,PK-03,2,411.0,Fall ADA,9612,2674,12419,7301.0,1725.0,9138,2311.0,949.0,3281.0,3950532.0,1099014.0,5104209.0,12836.80868,576.0,1735.0,453.0,6848.0,1029,8583,0,0,0,0,0,0,0
AL,2018-2019,AL-044,AL-044-0060,MACON COUNTY,NOTASULGA HIGH SCHOOL,102190,102190,1504400100000.0,10219000824,290.0,PK-12,4,290.0,Fall ADA,10359,2820,13672,7490.0,2114.0,9908,2869.0,707.0,3764.0,3004110.0,817800.0,3964880.0,14089.0138,1000.0,1869.0,907.0,6583.0,1907,8452,0,0,0,0,0,0,0
AL,2018-2019,AL-044,AL-044-0100,MACON COUNTY,TUSKEGEE INSTITUTE MIDDLE SCHOOL,102190,102190,1504400100000.0,10219000826,234.0,06-08,3,234.0,Fall ADA,8215,2508,10878,5819.0,1971.0,7922,2397.0,537.0,2956.0,1922310.0,586872.0,2545452.0,11296.78626,747.0,1650.0,807.0,5012.0,1554,6661,0,0,0,0,0,0,0
AL,2018-2019,AL-044,AL-044-0095,MACON COUNTY,TUSKEGEE PUBLIC ELEMENTARY,102190,102190,1504400100000.0,10219000827,349.0,04-06,2,349.0,Fall ADA,7360,2252,9782,5028.0,1624.0,6741,2331.0,628.0,3041.0,2568640.0,785948.0,3413918.0,10201.48154,682.0,1649.0,324.0,4704.0,1007,6353,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0080,MADISON CITY,BOB JONES HIGH SCHOOL,100008,100008,1504530100000.0,10000800831,1812.0,09-12,4,1812.0,Fall ADA,8020,610,9356,6388.0,555.0,7639,1633.0,55.0,1717.0,14532240.0,1105320.0,16953072.0,9533.467271,808.0,825.0,864.0,5524.0,1671,6349,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0030,MADISON CITY,COLUMBIA ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000802097,775.0,PK-05,2,772.0,Fall ADA,8834,675,9802,6935.0,611.0,7811,1899.0,64.0,1991.0,6819848.0,521100.0,7567144.0,9979.184337,937.0,962.0,878.0,6057.0,1815,7019,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0082,MADISON CITY,DISCOVERY MIDDLE SCHOOL,100008,100008,1504530100000.0,10000800495,1231.0,06-08,3,1231.0,Fall ADA,7416,642,8621,5804.0,566.0,6903,1613.0,76.0,1718.0,9129096.0,790302.0,10612451.0,8798.93354,896.0,717.0,789.0,5015.0,1685,5731,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0010,MADISON CITY,HERITAGE ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000801423,748.0,KG-05,2,748.0,Fall ADA,8007,1114,9498,6312.0,808.0,7468,1695.0,307.0,2030.0,5989236.0,833272.0,7104504.0,9675.377189,858.0,837.0,770.0,5542.0,1628,6379,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0075,MADISON CITY,HORIZON ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000800303,621.0,PK-05,2,618.0,Fall ADA,8834,1234,10400,6574.0,844.0,7721,2260.0,390.0,2679.0,5459412.0,762612.0,6427200.0,10576.80498,1217.0,1043.0,1209.0,5365.0,2426,6408,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0095,MADISON CITY,JAMES CLEMENS HIGH SCHOOL,100008,100008,1504530100000.0,10000802198,1983.0,09-12,4,1983.0,Fall ADA,7975,717,9387,6296.0,642.0,7604,1679.0,75.0,1783.0,15814425.0,1421811.0,18614421.0,9564.447605,943.0,736.0,1033.0,5263.0,1976,5999,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0083,MADISON CITY,LIBERTY MIDDLE SCHOOL,100008,100008,1504530100000.0,10000801798,1398.0,06-08,3,1398.0,Fall ADA,6902,669,8077,5200.0,588.0,6265,1702.0,81.0,1812.0,9648996.0,935262.0,11291646.0,8255.278643,1048.0,654.0,759.0,4441.0,1807,5095,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0085,MADISON CITY,MADISON ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000800839,523.0,PK-05,2,521.0,Fall ADA,9613,1173,11034,7355.0,1045.0,8620,2258.0,128.0,2415.0,5008373.0,611133.0,5748714.0,11210.40278,1104.0,1154.0,1073.0,6282.0,2177,7436,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0090,MADISON CITY,MILL CREEK ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000802133,1034.0,PK-05,2,1034.0,Fall ADA,8358,1191,9909,6457.0,848.0,7635,1901.0,343.0,2273.0,8642172.0,1231494.0,10245906.0,10086.11646,1048.0,853.0,1155.0,5302.0,2203,6155,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0020,MADISON CITY,RAINBOW ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000801485,741.0,PK-05,2,741.0,Fall ADA,9119,1430,10881,7313.0,1036.0,8652,1806.0,394.0,2228.0,6757179.0,1059630.0,8062821.0,11057.49984,939.0,867.0,1208.0,6105.0,2147,6972,0,0,0,0,0,0,0
AL,2018-2019,AL-169,AL-169-0220,MADISON CITY,WEST MADISON ELEMENTARY SCHOOL,100008,100008,1504530100000.0,10000800851,424.0,PK-05,2,422.0,Fall ADA,9636,1104,11036,7375.0,984.0,8626,2261.0,119.0,2410.0,4066392.0,465888.0,4657192.0,11212.40151,927.0,1334.0,1259.0,6116.0,2186,7450,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0030,MADISON COUNTY,BUCKHORN HIGH SCHOOL,102220,102220,1504500200000.0,10222001683,1311.0,09-12,4,1311.0,Fall ADA,7450,849,8921,6074.0,749.0,7406,1376.0,100.0,1516.0,9766950.0,1113039.0,11695431.0,9105.793252,440.0,936.0,876.0,5198.0,1316,6134,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0035,MADISON COUNTY,BUCKHORN MIDDLE SCHOOL,102220,102220,1504500200000.0,10222002163,678.0,07-08,3,678.0,Fall ADA,7194,734,8221,5834.0,706.0,6794,1359.0,28.0,1428.0,4877532.0,497652.0,5573838.0,8406.237319,510.0,849.0,1105.0,4729.0,1615,5579,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0040,MADISON COUNTY,CENTRAL SCHOOL,102220,102220,1504500200000.0,10222001684,764.0,PK-08,3,764.0,Fall ADA,7304,640,8274,6038.0,612.0,6942,1265.0,28.0,1332.0,5580256.0,488960.0,6321336.0,8459.203696,342.0,923.0,735.0,5303.0,1078,6226,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0230,MADISON COUNTY,ENDEAVOR ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222001433,629.0,PK-05,2,629.0,Fall ADA,8431,631,9408,7030.0,604.0,7943,1400.0,27.0,1465.0,5303099.0,396899.0,5917632.0,9592.484309,423.0,977.0,1075.0,5955.0,1498,6933,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0060,MADISON COUNTY,HARVEST SCHOOL,102220,102220,1504500200000.0,10222000835,688.0,PK-05,2,688.0,Fall ADA,7691,1879,9888,6388.0,1129.0,7797,1303.0,750.0,2092.0,5291408.0,1292752.0,6802944.0,10072.17981,352.0,951.0,404.0,5984.0,756,6935,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0063,MADISON COUNTY,HAZEL GREEN ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222000030,679.0,PK-04,2,679.0,Fall ADA,8783,1791,10801,7459.0,1202.0,8851,1324.0,590.0,1949.0,5963657.0,1216089.0,7333879.0,10984.60062,349.0,975.0,933.0,6526.0,1282,7501,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0070,MADISON COUNTY,HAZEL GREEN HIGH SCHOOL,102220,102220,1504500200000.0,10222000836,1240.0,09-12,4,1240.0,Fall ADA,7597,852,9090,6186.0,733.0,7521,1411.0,118.0,1569.0,9420280.0,1056480.0,11271600.0,9274.686042,460.0,951.0,794.0,5392.0,1254,6343,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0185,MADISON COUNTY,LEGACY ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222001820,733.0,PK-05,2,733.0,Fall ADA,7305,585,8196,6037.0,558.0,6863,1268.0,27.0,1333.0,5354565.0,428805.0,6007668.0,8381.253178,335.0,933.0,472.0,5565.0,806,6499,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0132,MADISON COUNTY,LYNN FANNING ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222001731,522.0,PK-03,2,522.0,Fall ADA,8955,683,10019,7490.0,656.0,8487,1466.0,28.0,1532.0,4674510.0,356526.0,5229918.0,10203.0967,403.0,1063.0,560.0,6930.0,963,7992,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0090,MADISON COUNTY,MADISON COUNTY ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222000837,404.0,PK-08,3,404.0,Fall ADA,10096,2679,13032,8186.0,1598.0,10004,1910.0,1081.0,3027.0,4078784.0,1082316.0,5264928.0,13214.18531,881.0,1029.0,2170.0,6016.0,3051,7045,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0095,MADISON COUNTY,MADISON COUNTY HIGH SCHOOL,102220,102220,1504500200000.0,10222000556,523.0,09-12,4,523.0,Fall ADA,9514,1075,11207,7574.0,825.0,8978,1939.0,250.0,2229.0,4975822.0,562225.0,5861261.0,11390.34306,942.0,997.0,2070.0,5504.0,3013,6501,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0110,MADISON COUNTY,MADISON CROSS ROADS ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222000838,907.0,PK-05,2,907.0,Fall ADA,7146,1716,9117,5984.0,1154.0,7357,1161.0,562.0,1759.0,6481422.0,1556412.0,8269119.0,9301.668914,275.0,886.0,433.0,5551.0,709,6437,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0115,MADISON COUNTY,MERIDIANVILLE MIDDLE SCHOOL,102220,102220,1504500200000.0,10222001411,598.0,07-08,3,598.0,Fall ADA,7635,826,8857,6220.0,798.0,7375,1414.0,28.0,1482.0,4565730.0,493948.0,5296486.0,9041.833853,446.0,968.0,1000.0,5220.0,1446,6189,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0130,MADISON COUNTY,MONROVIA ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222000842,488.0,PK-05,2,488.0,Fall ADA,8354,742,9592,6930.0,715.0,8101,1425.0,27.0,1490.0,4076752.0,362096.0,4680896.0,9776.367583,347.0,1078.0,627.0,6303.0,973,7381,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0120,MADISON COUNTY,MONROVIA MIDDLE SCHOOL,102220,102220,1504500200000.0,10222000560,991.0,06-08,3,991.0,Fall ADA,6997,687,8013,5700.0,658.0,6648,1298.0,28.0,1365.0,6934027.0,680817.0,7940883.0,8198.36927,377.0,921.0,656.0,5044.0,1033,5964,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0215,MADISON COUNTY,MOORES MILL INTERMEDIATE SCHOOL,102220,102220,1504500200000.0,10222002376,750.0,04-06,2,750.0,Fall ADA,6420,1734,8434,5139.0,999.0,6378,1281.0,735.0,2055.0,4815000.0,1300500.0,6325500.0,8619.102195,403.0,878.0,676.0,4463.0,1079,5341,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0135,MADISON COUNTY,MT CARMEL ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222001513,548.0,PK-03,2,548.0,Fall ADA,9107,791,10222,7649.0,765.0,8703,1457.0,26.0,1520.0,4990636.0,433468.0,5601656.0,10405.96792,461.0,996.0,981.0,6668.0,1443,7664,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0141,MADISON COUNTY,NEW HOPE ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222000566,715.0,PK-08,3,715.0,Fall ADA,7000,1773,9040,5769.0,1129.0,7127,1232.0,645.0,1913.0,5005000.0,1267695.0,6463600.0,9224.717761,331.0,901.0,555.0,5214.0,885,6115,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0140,MADISON COUNTY,NEW HOPE HIGH SCHOOL,102220,102220,1504500200000.0,10222000843,394.0,09-12,4,394.0,Fall ADA,9533,1607,12045,7604.0,997.0,9467,1929.0,610.0,2578.0,3756002.0,633158.0,4745730.0,12227.81145,834.0,1095.0,2025.0,5579.0,2859,6674,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0150,MADISON COUNTY,NEW MARKET SCHOOL,102220,102220,1504500200000.0,10222000844,390.0,PK-06,2,390.0,Fall ADA,8608,1838,10724,7123.0,1256.0,8621,1485.0,582.0,2103.0,3357120.0,716820.0,4182360.0,10907.64946,396.0,1089.0,900.0,6223.0,1295,7313,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0170,MADISON COUNTY,OWENS CROSS ROADS SCHOOL,102220,102220,1504500200000.0,10222000846,394.0,PK-06,2,394.0,Fall ADA,8239,2321,10823,6776.0,1301.0,8303,1463.0,1020.0,2520.0,3246166.0,914474.0,4264262.0,11006.58666,459.0,1004.0,1092.0,5684.0,1551,6688,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0180,MADISON COUNTY,RIVERTON ELEMENTARY SCHOOL,102220,102220,1504500200000.0,10222002082,466.0,PK-03,2,466.0,Fall ADA,8598,692,9761,7131.0,665.0,8228,1467.0,27.0,1533.0,4006668.0,322472.0,4548626.0,9945.260373,442.0,1025.0,1215.0,5916.0,1657,6941,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0176,MADISON COUNTY,RIVERTON INTERMEDIATE SCHOOL,102220,102220,1504500200000.0,10222002178,774.0,04-06,2,774.0,Fall ADA,6844,714,7840,5565.0,686.0,6493,1278.0,28.0,1347.0,5297256.0,552636.0,6068160.0,8025.479017,357.0,921.0,580.0,4985.0,937,5907,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0190,MADISON COUNTY,SPARKMAN HIGH SCHOOL,102220,102220,1504500200000.0,10222000848,1787.0,10-12,4,1787.0,Fall ADA,6821,650,8030,5567.0,595.0,6682,1254.0,55.0,1348.0,12189127.0,1161550.0,14349610.0,8215.358485,389.0,865.0,657.0,4910.0,1046,5775,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0195,MADISON COUNTY,SPARKMAN MIDDLE SCHOOL,102220,102220,1504500200000.0,10222001412,823.0,06-08,3,823.0,Fall ADA,6240,1782,8275,5037.0,1060.0,6311,1204.0,721.0,1965.0,5135520.0,1466586.0,6810325.0,8460.203062,324.0,880.0,671.0,4366.0,995,5245,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0191,MADISON COUNTY,SPARKMAN NINTH GRADE SCHOOL,102220,102220,1504500200000.0,10222001821,623.0,09-09,3,623.0,Fall ADA,7274,905,8435,5937.0,800.0,6952,1338.0,106.0,1483.0,4531702.0,563815.0,5255005.0,8620.101561,386.0,952.0,829.0,5108.0,1214,6060,0,0,0,0,0,0,0
AL,2018-2019,AL-045,AL-045-0210,MADISON COUNTY,WALNUT GROVE SCHOOL,102220,102220,1504500200000.0,10222000850,274.0,PK-06,2,274.0,Fall ADA,9928,2263,12572,7632.0,1550.0,9527,2296.0,714.0,3045.0,2720272.0,620062.0,3444728.0,12754.47713,1307.0,989.0,1608.0,6024.0,2915,7013,0,0,0,0,0,0,0
AL,2018-2019,AL-046,AL-046-0010,MARENGO COUNTY,AMELIA L JOHNSON HIGH SCHOOL,102250,102250,1504600200000.0,10225000852,166.0,PK-12,4,164.0,Fall ADA,11089,4263,15738,9036.0,3552.0,12949,2053.0,712.0,2790.0,1818596.0,699132.0,2581032.0,15878.19225,166.0,1887.0,1163.0,7873.0,1329,9760,0,0,0,0,0,0,0
AL,2018-2019,AL-046,AL-046-0060,MARENGO COUNTY,MARENGO HIGH SCHOOL,102250,102250,1504600200000.0,10225000856,239.0,PK-12,4,239.0,Fall ADA,10095,2979,13444,8097.0,2206.0,10650,1998.0,772.0,2794.0,2412705.0,711981.0,3213116.0,13585.64752,149.0,1849.0,198.0,7899.0,347,9748,0,0,0,0,0,0,0
AL,2018-2019,AL-046,AL-046-0090,MARENGO COUNTY,SWEET WATER HIGH SCHOOL,102250,102250,1504600200000.0,10225000857,597.0,PK-12,4,597.0,Fall ADA,8315,1568,10240,6553.0,1301.0,8178,1762.0,267.0,2062.0,4964055.0,936096.0,6113280.0,10383.68007,177.0,1585.0,309.0,6244.0,486,7829,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0010,MARION COUNTY,BRILLIANT SCHOOL,102310,102310,1504700100000.0,10231000861,,PK-12,4,256.0,Fall ADA,9127,1948,11628,7682.0,1777.0,9993,1446.0,171.0,1635.0,2336512.0,498688.0,2976768.0,11728.88185,195.0,1251.0,202.0,7480.0,397,8730,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0060,MARION COUNTY,GUIN ELEMENTARY SCHOOL,102310,102310,1504700100000.0,10231000865,267.0,PK-06,2,267.0,Fall ADA,7728,2353,10376,6538.0,2189.0,9003,1190.0,164.0,1372.0,2063376.0,628251.0,2770392.0,10477.6761,157.0,1033.0,102.0,6436.0,259,7469,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0065,MARION COUNTY,HACKLEBURG ELEMENTARY SCHOOL,102310,102310,1504700100000.0,10231002160,280.0,PK-06,2,280.0,Fall ADA,6876,1130,8239,5733.0,943.0,6890,1144.0,187.0,1349.0,1925280.0,316400.0,2306920.0,8342.03177,138.0,1006.0,58.0,5675.0,196,6680,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0070,MARION COUNTY,HACKLEBURG HIGH SCHOOL,102310,102310,1504700100000.0,10231000866,192.0,07-12,4,192.0,Fall ADA,7955,2436,11427,6643.0,2283.0,9944,1312.0,153.0,1483.0,1527360.0,467712.0,2193984.0,11528.00937,200.0,1112.0,265.0,6378.0,465,7490,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0075,MARION COUNTY,HAMILTON ELEMENTARY SCHOOL,102310,102310,1504700100000.0,10231001552,581.0,PK-04,2,581.0,Fall ADA,7800,1850,9916,6663.0,1636.0,8548,1137.0,213.0,1369.0,4531800.0,1074850.0,5761196.0,10017.96791,167.0,970.0,116.0,6547.0,283,7517,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0090,MARION COUNTY,HAMILTON HIGH SCHOOL,102310,102310,1504700100000.0,10231000868,501.0,09-12,4,501.0,Fall ADA,8029,1522,10477,6483.0,1302.0,8694,1545.0,219.0,1784.0,4022529.0,762522.0,5248977.0,10578.61203,485.0,1060.0,240.0,6243.0,725,7304,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0080,MARION COUNTY,HAMILTON MIDDLE SCHOOL,102310,102310,1504700100000.0,10231000867,498.0,05-08,3,498.0,Fall ADA,6015,584,6833,4913.0,407.0,5536,1101.0,178.0,1297.0,2995470.0,290832.0,3402834.0,6936.923709,161.0,940.0,66.0,4847.0,227,5788,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0095,MARION COUNTY,MARION COUNTY ALTERNATIVE SCHOOL,102310,102310,1504700100000.0,10231000985,10.0,05-12,4,,Fall ADA,17688,148,17854,16496.0,51.0,16547,1192.0,97.0,1306.0,,,,17950.9322,252.0,940.0,431.0,16065.0,683,17005,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0100,MARION COUNTY,MARION COUNTY HIGH SCHOOL,102310,102310,1504700100000.0,10231000863,245.0,07-12,4,245.0,Fall ADA,7662,301,9040,6347.0,178.0,7584,1315.0,123.0,1456.0,1877190.0,73745.0,2214800.0,9142.523631,209.0,1106.0,248.0,6099.0,457,7205,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0105,MARION COUNTY,PHILLIPS ELEMENTARY SCHOOL,102310,102310,1504700100000.0,10231001455,243.0,PK-06,2,243.0,Fall ADA,7986,1198,9355,6752.0,1025.0,7930,1234.0,173.0,1425.0,1940598.0,291114.0,2273265.0,9457.323801,160.0,1074.0,177.0,6575.0,337,7649,0,0,0,0,0,0,0
AL,2018-2019,AL-047,AL-047-0110,MARION COUNTY,PHILLIPS HIGH SCHOOL,102310,102310,1504700100000.0,10231000869,216.0,07-12,4,216.0,Fall ADA,8216,2062,10836,6866.0,1945.0,9351,1349.0,117.0,1485.0,1774656.0,445392.0,2340576.0,10937.38428,203.0,1146.0,217.0,6649.0,421,7795,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0035,MARSHALL COUNTY,ASBURY ELEMENTARY SCHOOL,100006,100006,1504800100000.0,10000602209,557.0,PK-05,2,557.0,Fall ADA,6907,532,7595,5529.0,353.0,6026,1377.0,179.0,1569.0,3847199.0,296324.0,4230415.0,8052.781719,446.0,931.0,112.0,5417.0,558,6349,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0030,MARSHALL COUNTY,ASBURY HIGH SCHOOL,100006,100006,1504800100000.0,10000600872,564.0,06-12,4,564.0,Fall ADA,8465,2532,11169,6503.0,2185.0,8847,1963.0,348.0,2323.0,4774260.0,1428048.0,6299316.0,11624.51444,1025.0,938.0,1008.0,5495.0,2032,6433,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0120,MARSHALL COUNTY,BRINDLEE MOUNTAIN ELEMENTARY SCHOOL,100006,100006,1504800100000.0,10000600880,233.0,03-05,2,233.0,Fall ADA,10849,2250,13239,7428.0,1695.0,9251,3421.0,555.0,3988.0,2527817.0,524250.0,3084687.0,13693.20128,2315.0,1106.0,602.0,6826.0,2917,7932,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0042,MARSHALL COUNTY,BRINDLEE MOUNTAIN HIGH SCHOOL,100006,100006,1504800100000.0,10000601585,576.0,06-12,4,576.0,Fall ADA,8111,1289,9637,6347.0,1082.0,7652,1765.0,207.0,1985.0,4671936.0,742464.0,5550912.0,10093.48631,760.0,1005.0,448.0,5899.0,1208,6903,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0180,MARSHALL COUNTY,BRINDLEE MOUNTAIN PRIMARY SCHOOL,100006,100006,1504800100000.0,10000600887,206.0,PK-02,2,206.0,Fall ADA,10432,1997,12604,8292.0,1399.0,9853,2141.0,598.0,2751.0,2148992.0,411382.0,2596424.0,13058.60411,989.0,1152.0,755.0,7537.0,1744,8688,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0070,MARSHALL COUNTY,CLAYSVILLE SCHOOL,100006,100006,1504800100000.0,10000600876,127.0,PK-04,2,127.0,Fall ADA,10440,3828,14354,8503.0,2781.0,11358,1937.0,1048.0,2995.0,1325880.0,486156.0,1822958.0,14807.49394,852.0,1085.0,1195.0,7308.0,2047,8393,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0090,MARSHALL COUNTY,DOUGLAS ELEMENTARY SCHOOL,100006,100006,1504800100000.0,10000600877,538.0,03-05,2,538.0,Fall ADA,7109,1373,8651,5704.0,699.0,6560,1405.0,674.0,2091.0,3824642.0,738674.0,4654238.0,9108.111813,492.0,913.0,210.0,5494.0,702,6407,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0100,MARSHALL COUNTY,DOUGLAS HIGH SCHOOL,100006,100006,1504800100000.0,10000600878,590.0,09-12,4,590.0,Fall ADA,9254,1422,11051,7100.0,1241.0,8704,2155.0,180.0,2348.0,5459860.0,838980.0,6520090.0,11506.5893,1131.0,1024.0,1151.0,5949.0,2281,6973,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0105,MARSHALL COUNTY,DOUGLAS MIDDLE SCHOOL,100006,100006,1504800100000.0,10000601812,488.0,06-08,3,488.0,Fall ADA,6290,3199,9674,4864.0,2670.0,7707,1425.0,529.0,1967.0,3069520.0,1561112.0,4720912.0,10130.46284,485.0,940.0,81.0,4783.0,567,5723,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0145,MARSHALL COUNTY,KATE D SMITH DAR ELEMENTARY SCHOOL,100006,100006,1504800100000.0,10000601685,462.0,PK-04,2,462.0,Fall ADA,7038,1000,8167,5715.0,389.0,6222,1322.0,611.0,1945.0,3251556.0,462000.0,3773154.0,8624.418853,422.0,900.0,44.0,5671.0,467,6571,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0140,MARSHALL COUNTY,KATE D SMITH DAR HIGH SCHOOL,100006,100006,1504800100000.0,10000600883,449.0,09-12,4,449.0,Fall ADA,8819,2543,11985,6832.0,2198.0,9641,1986.0,345.0,2345.0,3959731.0,1141807.0,5381265.0,12439.99679,1016.0,970.0,1003.0,5829.0,2020,6799,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0143,MARSHALL COUNTY,KATE DUNCAN SMITH DAR MIDDLE,100006,100006,1504800100000.0,10000600193,423.0,05-08,3,423.0,Fall ADA,6289,751,7218,4881.0,453.0,5501,1407.0,298.0,1718.0,2660247.0,317673.0,3053214.0,7676.02088,492.0,915.0,113.0,4768.0,605,5684,0,0,0,0,0,0,0
AL,2018-2019,AL-048,AL-048-0095,MARSHALL COUNTY,ROBERT D SLOMAN PRIMARY,100006,100006,1504800100000.0,10000601413,439.0,PK-02,2,439.0,Fall ADA,8239,867,9219,6748.0,534.0,7382,1491.0,333.0,1837.0,3616921.0,380613.0,4047141.0,9675.751485,502.0,989.0,25.0,6723.0,527,7712,0,0,0,0,0,0,0
